,,normal,student_df3,student_df2
spectral_clustering,ARI,0.9830843221684493,0.7112413545922968,0.4381658887516855
normalized_spectral_clustering,ARI,0.7476380807324093,0.4788509503067185,0.3168444888748847
louvain,ARI,0.8404941244640796,0.5783102976882776,0.3589226499951364
mst_cut_clustering,ARI,0.9731360483775902,0.6823301809662451,0.32613949701146633
